branch,r,phi,phi_rel,Q,s,eta,A,p,t,cd,G_S,G_E,qref,alpha,beta,lambda_ref,lambda_shell
full_mixed_maxQ_min_s_eta,1.15,0.8584842304897046,1.844228943711236,0.8121256756756757,0.0,0.0,0.0,0.0737980922969243,0.0171913427971913,0.2716580429453992,1.380607020590693,-0.1200986336466896,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.2,0.8750255553839082,1.8607702686054397,0.8503351351351354,0.0,0.0,0.0,0.0495025185274779,0.0140799424639855,0.2224916145104752,1.393553649832599,-0.1229816159371828,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.25,0.8877826090399907,1.8735273222615216,0.889422972972973,0.0,0.0,0.0,0.0300415644483063,0.0109685319661029,0.173325025453067,1.403687504029922,-0.126022227551296,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.3,0.896938391939303,1.882683105160834,0.9293891891891892,0.0333333333333332,0.0,0.0,0.0165092645213683,0.0159100270998655,0.1241582921145973,1.411208750305981,-0.1296191655648213,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.35,0.9026286088925628,1.888373322114094,0.970233783783784,0.0333333333333332,0.0,0.0,0.006728576956581,0.0128385427889159,0.074991428957211,1.4161566229357805,-0.1330201099438497,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.4,0.904946785502604,1.8906914987241352,1.011956756756757,0.0333333333333332,0.0,0.0,0.0017772722650218,0.0097472532915599,0.025824448809349,1.4186428541363731,-0.1366060999278461,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.45,0.9039468056277088,1.88969151884924,1.0545581081081083,0.0333333333333332,0.0,0.0,0.0016553843889343,0.0066363066660883,-0.0233426369247234,1.4187039028541362,-0.1403895532737026,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.5,0.8996456280521371,1.885390341273668,1.098037837837838,0.0333333333333332,0.0,0.0,0.0063629429702252,0.0035057070419965,-0.0725098180855646,1.4163406444919566,-0.1443849911279124,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.55,0.892023384992366,1.877768098213897,1.1423959459459458,0.0333333333333332,0.0,0.0,0.0158999739243748,0.0003553147569614,-0.1216770856045649,1.4115184135898176,-0.1486093756452966,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.6,0.881021705136275,1.866766418357806,1.1876324324324323,0.0333333333333332,0.0,0.0,0.030266499930895,-0.0028151588283659,-0.1708444313713378,1.4041652871649235,-0.1530825219088329,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.65,0.8665550959299969,1.852299809151528,1.3286432432432431,0.0333333333333332,0.0,0.0,0.0302669410491175,-0.002815242435654,-0.1708457237963384,1.4041650597218565,-0.153674940187796,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.7,0.8500663832204503,1.8358110964419811,1.3792513513513516,0.0333333333333332,0.0,0.0,0.0483422290559836,-0.0058392534601442,-0.2174480520485166,1.3947573843183296,-0.1583575189346267,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.75,0.8302235480777511,1.8159682612992825,1.4308054054054054,0.0333333333333332,0.0,0.0,0.0707562710523288,-0.0088822350400944,-0.2640504298985024,1.3828401717114964,-0.163326740739748,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.8,0.8068564919566412,1.7926012051781723,1.4833054054054051,0.0333333333333332,0.0,0.0,0.0975090781025025,-0.0119448791174245,-0.3106528528531809,1.3682339570474382,-0.1686125214620081,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.85,0.7802295219763972,1.7659742351979282,1.6465121621621623,0.0333333333333332,0.0,0.0,0.0924387178581433,-0.0113992407714739,-0.3023726091119847,1.3710351875838989,-0.1687918926795974,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.9,0.7518624652803357,1.7376071785018667,1.704789189189189,0.0333333333333332,0.0,0.0,0.1211400515525575,-0.0143242080481521,-0.3466445647627189,1.354967418609751,-0.1743108892822175,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.95,0.7198123559763683,1.7055570691978994,1.76407972972973,0.0333333333333332,0.0,0.0,0.1537570643999581,-0.0172684697325095,-0.3909165493619199,1.3360578795408595,-0.1802023611096309,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,2.0,0.6838784328495525,1.6696231460710838,1.9460027027027027,0.0333333333333332,0.0,0.0,0.1436694894201503,-0.0163926938117987,-0.3777789733441091,1.341982847444258,-0.1799174954993351,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,2.05,0.6470910736320918,1.632835786853623,2.011408108108108,0.0333333333333332,0.0,0.0,0.1772468684446806,-0.0192082146601083,-0.419918660485624,1.3219827383995817,-0.186051247619528,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,2.1,0.6063640786237795,1.5921087918453107,2.077894594594595,0.0333333333333332,0.0,0.0,0.2143718250699659,-0.0220430371672979,-0.4620583663190118,1.2988964516966972,-0.1926265924628167,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,2.15,0.5618222670319325,1.5475669802534635,2.279547297297298,0.0333333333333332,0.0,0.0,0.1986852139320586,-0.0208755931079155,-0.4447402318115906,1.3087815719954998,-0.1917409103239642,0.063283025272499,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,2.2,0.5165789168470982,1.5023236300686291,2.3524864864864874,0.0333333333333332,0.0,0.0,0.2359942777060509,-0.0235893332876901,-0.4849169394782285,1.284942280914893,-0.1985654489484912,0.063283025272499,0.1,1.0,1.0,1.0
